hotel_id,direction,description,attributes,latitude,longitude,scores
3,"Peachtree Street Northeast, Atlanta, GA 30308, Estados Unidos","El Modern Midtown Oasis se encuentra en Atlanta y ofrece alojamiento con piscina en la azotea, WiFi gratuita y aparcamiento privado gratuito. El apartamento tiene patio. Este establecimiento para no fumadores se encuentra a 200 metros del teatro FOX.

El apartamento es amplio y cuenta con 1 dormitorio, 1 baño, ropa de cama, toallas, TV de pantalla plana con servicios de streaming, zona de comedor, cocina totalmente equipada y balcón con vistas a la piscina. El alojamiento cuenta con aire acondicionado, bañera y vestidor. El alojamiento cuenta con entrada privada.

El establecimiento alberga un bar.

Cerca del apartamento hay varios lugares de interés, como el parque Piedmont, el NEW World of Coca-Cola y el Centro Nacional de Derechos Civiles y Humanos. El aeropuerto más cercano es el aeropuerto internacional Hartsfield-Jackson de Atlanta, ubicado a 16 km del Modern Midtown Oasis.","['Gimnasio', 'Parking gratis', 'Barbacoa', 'Habitaciones sin humo', 'WiFi gratis', 'Piscina al aire libre']",33.7734516,-84.3844208,[]
29,"3205 Cumberland Boulevard Southeast 537, Atlanta, GA 30339, Estados Unidos","El Beautiful 2 Bedroom 1 mile from Braves Stadium ofrece vistas a la piscina y alojamiento con piscina al aire libre, centro de fitness y zona de barbacoa a 1,2 km del centro de energía Cobb. Hay WiFi y aparcamiento gratuitos. En los días despejados, los huéspedes pueden salir a disfrutar de la chimenea al aire libre del apartamento o relajarse.

El apartamento es amplio y cuenta con 2 dormitorios, TV de pantalla plana con servicios de streaming, cocina totalmente equipada con lavavajillas y horno, lavadora y 2 baños con bañera. Alojamiento con aire acondicionado, vestidor y chimenea. Para mayor privacidad, el alojamiento tiene una entrada privada y está protegido por seguridad de día completo.

El restaurante familiar del Beautiful 2 Bedroom 1 mile from Braves Stadium está especializado en cocina americana y abre para el almuerzo y el brunch.

El complejo de apartamentos tiene una zona de picnic donde podrá pasar un día al aire libre.

El parque Truist se encuentra a 2,1 km del alojamiento, mientras que el centro histórico de Atlanta está a 10 km. El aeropuerto más cercano es el de DeKalb-Peachtree, ubicado a 20 km del Beautiful 2 Bedroom 1 mile from Braves Stadium.","['Tipo de cocina\nAmericana', 'Gimnasio', 'Parking gratis', 'Restaurante', 'Barbacoa', 'Habitaciones sin humo', 'Habitaciones familiares', 'WiFi gratis', 'Abierto para\nDesayuno • Brunch • Almuerzo', 'Piscina al aire libre']",33.877835,-84.4620583,[]
137,"1700 Southwest 16 Court, Gainesville, 32608, Estados Unidos","El ConCrete Suite 5 Min Walk to Shands UF se encuentra en Gainesville, a 1,3 km de la Universidad de Florida y a 3,1 km del estadio Ben Hill Griffin, y ofrece aire acondicionado. Esta casa se encuentra a 50 km de Ginnie Springs y a 1,3 km del Museo de Arte Harn.

Esta casa de 2 dormitorios cuenta con conexión WiFi gratuita, TV y cocina con horno y microondas. Se proporcionan toallas y ropa de cama.

La casa cuenta con piscina al aire libre.

El ConCrete Suite 5 Min Walk to Shands UF se encuentra a 7 km del estadio Regal Cinemas Royal Park y a 18 km del circuito de carreras de Gainesville. El aeropuerto regional de Gainesville, el más cercano, queda a 10 km.","['Parking gratis', 'Utensilios de cocina', 'Fogones', 'Horno', 'WiFi gratis', 'Piscina al aire libre', 'Parking en la calle']",29.63468361,-82.34216309,
182,"1429 Johns Road, Augusta, GA 30904, Estados Unidos",,"['Parking gratis', 'Secadora de ropa', 'Cocina', 'Habitaciones sin humo', 'Fogones', 'Horno', 'WiFi gratis']",33.4690628,-82.0206879,[]
190,"2132 Drew Valley Road Northeast, Atlanta, GA 30319, Estados Unidos","El Haven, recientemente renovado, se encuentra en Brookhaven y ofrece alojamiento con aire acondicionado y patio. Se encuentra en Atlanta. El establecimiento cuenta con balcón, aparcamiento privado gratuito y WiFi gratuita.

Esta casa de 3 dormitorios cuenta con sala de estar con TV de pantalla plana con servicios de streaming, cocina totalmente equipada con lavavajillas y horno y 2 baños con ducha a ras de suelo. Se proporcionan toallas y ropa de cama.

El establecimiento alberga un jardín.

La casa se encuentra a 7,8 km del centro histórico de Atlanta y a 11 km del jardín botánico de Atlanta. El aeropuerto más cercano es el de DeKalb-Peachtree, ubicado a 2 km del Recently renovated Haven in Brookhaven.",,33.8520542,-84.3217241,[]
191,"825 Erin Avenue Southwest, Atlanta, GA 30310, Estados Unidos","El Cozy 2BR House in vibrante ATL se encuentra en Atlanta, a 4,1 km del estadio Georgia State y a 4,7 km del estadio Mercedes-Benz, y ofrece jardín y aire acondicionado. Esta casa se encuentra a 5,9 km del centro de congresos Georgia World y a 5,9 km del College Football Hall of Fame.

Esta casa de 2 dormitorios cuenta con conexión WiFi gratuita, TV de pantalla plana, lavadora y cocina con horno y nevera. Se proporcionan toallas y ropa de cama.

La casa está a 5,7 km del estadio State Farm Arena y a 5,9 km del zoológico de Atlanta. El aeropuerto más cercano es el aeropuerto internacional Hartsfield-Jackson de Atlanta, ubicado a 8 km del Cozy 2BR House in vibrante ATL.",,33.7194748,-84.4149937,[]
197,"Savannah, 31401, Estados Unidos","In the heart of Savannah, set within a short distance of Cathedral of St John the Baptist and Lafayette Square, Radiant Estate in Savannah offers free WiFi, air conditioning and household amenities such as a dishwasher and coffee machine. This holiday home offers free private parking and a 24-hour front desk. The property is non-smoking and is situated 600 metres from Oglethorpe Square.

The spacious holiday home is fitted with 5 bedrooms, 5 bathrooms, bed linen, towels, a flat-screen TV with streaming services, a dining area, a fully equipped kitchen, and a balcony with inner courtyard views. Guests can take in the ambience of the surroundings from an outdoor dining area or keep themselves warm by the fireplace on colder days. For added privacy, the accommodation features a private entrance.

A baby safety gate is also available at the holiday home, while guests can also relax in the garden.

Popular points of interest near Radiant Estate in Savannah include Washington Square, Owens-Thomas Museum and Madison Square. The nearest airport is Savannah/Hilton Head International Airport, 15 km from the accommodation.","['Parking gratis', 'Recepción 24 horas', 'Habitaciones sin humo', 'Habitaciones familiares', 'WiFi gratis']",32.07294464,-81.08789825,[]
203,"Savannah, 31401, Estados Unidos","In the heart of Savannah, set within a short distance of Cathedral of St John the Baptist and Lafayette Square, 3 Bedroom Liberty House in Downtown with Parking offers free WiFi, air conditioning and household amenities such as a microwave and kettle. Guests staying at this holiday home have access to a balcony. The accommodation offers a 24-hour front desk, and luggage storage for guests.

The spacious holiday home has 3 bedrooms, a TV, a fully equipped kitchen with a dishwasher and an oven, a washing machine, and 3 bathrooms with a bath. Towels and bed linen are offered in the holiday home. The property has an outdoor dining area.

Guests can relax in the garden at the property.

Popular points of interest near the holiday home include Oglethorpe Square, Washington Square and Owens-Thomas Museum. The nearest airport is Savannah/Hilton Head International Airport, 15 km from 3 Bedroom Liberty House in Downtown with Parking.","['Trona', 'Tostadora', 'Recepción 24 horas', 'Habitaciones sin humo', 'Mesa de comedor', 'Fogones', 'WiFi gratis']",32.07294464,-81.08789825,[]
424,"2389 Heritage Park Circle, Kennesaw, GA 30144, Estados Unidos","Featuring a spa bath, Villa Arcadia Great Townhome near KSU is located in Kennesaw. The air-conditioned accommodation is 19 km from Truist Park, and guests can benefit from complimentary WiFi and private parking available on site. Atlantic Station is 33 km from the villa and High Museum of Art is 34 km away.

This villa is equipped with 3 bedrooms, a kitchen with a dishwasher and an oven, a flat-screen TV, a seating area and 3 bathrooms equipped with a walk-in shower. Towels and bed linen are provided in the villa. This villa is allergy-free and non-smoking.

Guests can also relax in the garden.

Cobb Energy Centre is 21 km from the villa, while Atlanta History Center is 28 km away. The nearest airport is DeKalb-Peachtree Airport, 35 km from Villa Arcadia Great Townhome near KSU.","['Tostadora', 'Parking gratis', 'Secadora de ropa', 'Mesa de comedor', 'Fogones', 'Horno', 'WiFi gratis', 'Cafetera']",34.01058194,-84.5612636,[]
435,"68 Markou Mpotsari 1, Atenas, 11743, Grecia","El Luxury apartment close to metro & Akropolis se encuentra en el centro de Atenas, a 700 metros de la estación de metro Neos Kosmos y a 1,1 km del templo de Zeus Olímpico, y ofrece WiFi gratuita, terraza y aire acondicionado. Este alojamiento tiene balcón y vistas a la ciudad.

Este apartamento tiene 2 dormitorios, cocina con nevera y horno, TV de pantalla plana, zona de estar y baño con bañera. Se proporcionan toallas y ropa de cama.

Cerca del apartamento hay varios lugares de interés, como el Museo de la Acrópolis, la estación de metro Akropolis y la estación de metro Syngrou/Fix. El aeropuerto Eleftherios Venizelos es el más cercano y está a 32 km del Luxury apartment close to metro & Akropolis.","['Museum of Contemporary Art\n300 m', 'Museo de Joyería Ilias Lalaounis\n750 m', 'Aire acondicionado', 'Calefacción', 'Habitaciones sin humo', 'Terraza', 'Museo de la Acrópolis\n650 m', 'Museo Nacional de Arte Contemporáneo\n300 m', 'WiFi gratis', 'Ascensor']",37.9624134,23.7285701,[]
447,"1020 McDaniel Street Southwest, Atlanta, GA 30310, Estados Unidos","Situated 3.4 km from Mercedes-Benz Stadium, 4 km from State Farm Arena and 4.2 km from College Football Hall of Fame, Quedate I Modern Luxury Home I10 mins From Airport offers accommodation located in Atlanta. This property offers access to a terrace, free private parking and free WiFi. The property is non-smoking and is set 2.8 km from Georgia State Stadium.

This recently renovated villa will provide guests with 3 bedrooms, a flat-screen TV and air conditioning.

You can cook your own meal in the kitchen before eating on the private balcony and the villa also features a coffee shop.

CNN Center - Studio Tour is 4.3 km from the villa, while Zoo Atlanta is 4.4 km from the property. The nearest airport is Hartsfield–Jackson Atlanta International Airport, 10 km from Quedate I Modern Luxury Home I10 mins From Airport.","['Parking gratis', 'Habitaciones sin humo', 'Terraza', 'Habitaciones familiares', 'WiFi gratis']",33.7270399,-84.401373,[]
476,"2132 Drew Valley Road Northeast, Atlanta, GA 30319, Estados Unidos","El Haven, recientemente renovado, se encuentra en Brookhaven y ofrece alojamiento con aire acondicionado y patio. Se encuentra en Atlanta. El establecimiento cuenta con balcón, aparcamiento privado gratuito y WiFi gratuita.

Esta casa de 3 dormitorios cuenta con sala de estar con TV de pantalla plana con servicios de streaming, cocina totalmente equipada con lavavajillas y horno y 2 baños con ducha a ras de suelo. Se proporcionan toallas y ropa de cama.

El establecimiento alberga un jardín.

La casa se encuentra a 7,8 km del centro histórico de Atlanta y a 11 km del jardín botánico de Atlanta. El aeropuerto más cercano es el de DeKalb-Peachtree, ubicado a 2 km del Recently renovated Haven in Brookhaven.","['Parking gratis', 'Habitaciones sin humo', 'Mesa de comedor', 'Habitaciones familiares', 'WiFi gratis', 'Cafetera']",33.8520542,-84.3217241,
478,"4 Thiseos, Atenas, 10562, Grecia","El Chic central flat with terrace between Syntagma & Monastiraki está situado en el centro de Atenas, a poca distancia de la plaza Monastiraki y de la estación de tren de Monastiraki, y ofrece WiFi gratuita, aire acondicionado, tostadora y cafetera. Se encuentra a 600 metros de la estación de metro de Monastiraki y cuenta con ascensor.

El apartamento tiene terraza, vistas a la ciudad, 1 dormitorio, sala de estar, TV de pantalla plana, cocina equipada con horno y microondas y baño con ducha. Se proporcionan toallas y ropa de cama.

Cerca del apartamento hay varios lugares de interés, como la zona comercial de la calle Ermou, la estación de metro Syntagma y la plaza Syntagma. El aeropuerto Eleftherios Venizelos es el más cercano y está a 33 km del Chic central flat with terrace between Syntagma & Monastiraki.",,37.97684936,23.73087517,[]
521,"33 Πανδρόσου, Atenas, 10556, Grecia","El AEOLIS SUITES está situado en el centro de Atenas, a poca distancia del Ágora Romana y la plaza Monastiraki, y ofrece WiFi gratuita, aire acondicionado, tostadora y cafetera. Ofrece vistas a la montaña y al jardín y se encuentra a 200 metros de la estación de tren de Monastiraki. El alojamiento cuenta con seguridad durante todo el día y consigna de equipaje.

El apartamento es amplio y dispone de 1 dormitorio, TV de pantalla plana con servicios de streaming, lavadora, baño con ducha a ras de suelo y cocina totalmente equipada con horno y microondas. Se proporcionan toallas y ropa de cama. Este apartamento es hipoalergénico y para no fumadores.

El establecimiento alberga una cafetería.

Los huéspedes del apartamento podrán disfrutar de actividades en Atenas y sus alrededores, como senderismo y excursiones a pie.

Cerca del AEOLIS SUITES hay varios lugares de interés, como la estación de metro de Monastiraki, la zona comercial de la calle Ermou y el Partenón. El aeropuerto Eleftherios Venizelos, el más cercano, está a 33 km. Se proporciona servicio de enlace con el aeropuerto por un suplemento.",,37.975585,23.727459,"[{'Personal': '10.0'}, {'Instalaciones y servicios': '10'}, {'Limpieza': '9.9'}, {'Confort': '10.0'}, {'Relación calidad-precio': '9.6'}, {'Ubicación': '10'}, {'WiFi gratis': '9.5'}]"
610,"45 Akamantos, Atenas, 11851, Grecia","El Townhouse in the Historical Centrer of Athens se encuentra en el centro de Atenas, a poca distancia del templo de Hefesto y del Ágora Antigua, y ofrece WiFi gratuita, aire acondicionado, tostadora y cafetera. Esta casa recientemente reformada se encuentra a menos de 1 km de la estación de metro de Kerameikos y a 7 minutos a pie de Gazi - Technopoli. Este establecimiento para no fumadores se encuentra a 1 km del cerro Filopappos.

La casa cuenta con balcón, vistas al jardín, 1 dormitorio, sala de estar, TV de pantalla plana, cocina equipada con horno y microondas y 2 baños con bañera. Se proporcionan toallas y ropa de cama. El alojamiento está insonorizado y cuenta con entrada privada.

La casa ofrece servicio de alquiler de coches.

Cerca del Townhouse in the Historical Centrer of Athens hay varios lugares de interés, como la estación de metro de Monastiraki, la estación de tren de Monastiraki y la plaza Monastiraki. El aeropuerto Eleftherios Venizelos es el más cercano y queda a 34 km.","['Aire acondicionado', 'Jardín', 'Habitaciones sin humo', 'Calefacción', 'WiFi gratis']",37.97392826,23.71570855,"[{'Personal': '9.9'}, {'Instalaciones y servicios': '9.5'}, {'Limpieza': '9.8'}, {'Confort': '9.7'}, {'Relación calidad-precio': '9.7'}, {'Ubicación': '9.9'}, {'WiFi gratis': '9.2'}]"
835,"1140 Beech Street, Marietta, GA 30062, Estados Unidos","El Homey Bungalow Convenient to Marietta and I-75! está situado en Marietta, a 21 km del centro histórico de Atlanta y a 26 km de la estación Atlantic. Dispone de aire acondicionado. El establecimiento ofrece aparcamiento privado gratuito y se encuentra a 11 km del parque Truist y a 14 km del Cobb Energy Centre.

Esta casa de 2 dormitorios cuenta con conexión WiFi gratuita, TV de pantalla plana, lavadora y cocina con lavavajillas y horno. Se proporcionan toallas y ropa de cama.

La casa está a 26 km del Museo Superior de Arte y a 27 km del parque Piedmont. El aeropuerto más cercano es el de DeKalb-Peachtree, ubicado a 28 km del Homey Bungalow Convenient to Marietta and I-75!.","['Secadora de ropa', 'Parking gratis', 'Cocina', 'Lavavajillas', 'Fogones', 'Horno', 'WiFi gratis', 'Lavadora']",33.9626132,-84.5186348,
836,"Norcross, 30071, Estados Unidos","El establecimiento se encuentra en Norcross, a 21 km de Stone Mountain Carving, a 24 km de la estación MARTA-Indian Creek y a 25 km del observatorio Bradley. El Private 1BR Cottage In Downtown Historic Norcross ofrece alojamiento con patio y WiFi gratuita. Esta casa se encuentra a 26 km del centro histórico de Atlanta y del jardín botánico de Atlanta.

Esta casa cuenta con aire acondicionado, 1 dormitorio, TV y cocina con nevera y microondas. Se proporcionan toallas y ropa de cama.

La estación Atlantic y el Museo Superior de Arte se encuentran a 27 km de la casa. El aeropuerto más cercano es el de DeKalb-Peachtree, ubicado a 10 km del Private 1BR Cottage In Downtown Historic Norcross.","['Parking gratis', 'Nevera', 'Microondas', 'Cocina', 'Utensilios de cocina', 'Fogones', 'WiFi gratis', 'Lavadora']",33.93533587,-84.2186167,[{'Casa': '1 cama doble grande'}]
841,"Praxitelous 15-19 4th floor, Atenas, 10562, Grecia","El ApArt Suite es un loft elegante y amplio decorado con pinturas y esculturas originales y ubicado en el centro de Atenas. Se encuentra a 400 metros de la plaza Monastiraki y ofrece WiFi de alta velocidad gratuita en todas las instalaciones.

El apartamento ofrece salón comedor de planta abierta y está equipado con muebles de diseño y vitrinas que albergan obras de arte. Hay cocina totalmente equipada, dormitorio, zona de oficina y 2 baños. El alojamiento ofrece cafetera Nespresso, aire acondicionado, caja fuerte para ordenador portátil, iluminación LED regulable y sistema de sonido con 6 altavoces.

El ApArt Suite sirve cada mañana un desayuno gratuito, además de una buena selección de vinos griegos. También se proporciona un servicio de limpieza diaria de forma gratuita.

El Ágora romana y la Plaza Sintagma están a 500 metros del ApArt Suite. El aeropuerto Elefthérios Venizélos, a 37 km del ApArt Suite.","['Aire acondicionado', 'Servicio de lavandería', 'Habitaciones sin humo', 'Calefacción', 'Habitaciones familiares', 'WiFi gratis', 'Ascensor', 'Parking']",37.97841771,23.73025087,"[{'Personal': '9.9'}, {'Instalaciones y servicios': '9.8'}, {'Limpieza': '9.6'}, {'Confort': '9.8'}, {'Relación calidad-precio': '9.7'}, {'Ubicación': '9.7'}, {'WiFi gratis': '10'}]"
842,"6 Ermou, Atenas, 10563, Grecia","El Parthenon and Syntagma square view apartment se encuentra en el centro de Atenas, a poca distancia de la zona comercial de la calle Ermou y de la plaza Monastiraki, y ofrece WiFi gratuita, aire acondicionado, fogones y cafetera. Se encuentra a 700 metros de la estación de tren de Monastiraki y dispone de ascensor.

El apartamento tiene balcón, vistas a la montaña, 1 dormitorio, sala de estar, TV de pantalla plana, cocina equipada con horno y nevera y baño con ducha a ras de suelo. Se proporcionan toallas y ropa de cama.

El apartamento tiene terraza.

Cerca del Parthenon and Syntagma square view apartment hay varios lugares de interés, como la estación de metro Syntagma, la estación de metro Monastiraki y la plaza Syntagma. El aeropuerto Eleftherios Venizelos, el más cercano, está a 32 km. Se proporciona servicio de enlace con el aeropuerto por un suplemento.",,37.9759147,23.7330768,"[{'Personal': '9.8'}, {'Instalaciones y servicios': '9.7'}, {'Limpieza': '9.8'}, {'Confort': '9.8'}, {'Relación calidad-precio': '9.6'}, {'Ubicación': '10'}, {'WiFi gratis': '10'}]"
862,"8802 Long Beach Circle, Atlanta, GA 30350, Estados Unidos","Located in Atlanta, 23 km from Truist Park and 23 km from Cobb Energy Centre, Spacious 3BR 2BA House offers air conditioning. The property is around 26 km from Atlanta Botanical Garden, 26 km from Atlantic Station and 27 km from High Museum of Art. Free WiFi is available throughout the property and Atlanta History Center is 20 km away.

This apartment comes with 3 bedrooms, a kitchen with an oven and a microwave, a flat-screen TV, a seating area and 2 bathrooms equipped with a bidet. Towels and bed linen are provided in the apartment. The accommodation is non-smoking.

Piedmont Park is 28 km from the apartment, while FOX Theatre is 29 km away. The nearest airport is DeKalb-Peachtree Airport, 16 km from Spacious 3BR 2BA House.","['Secadora de ropa', 'Cocina', 'Lavadora', 'Mesa de comedor', 'Fogones', 'Horno', 'WiFi gratis', 'Cafetera', 'Productos de limpieza']",33.9951875,-84.3348145,[]
870,"101 Περσέως, Atenas, 11853, Grecia","Situated in Athens, 1.7 km from Filopappos Hill and 1.7 km from Gazi - Technopoli, Comfortable apartment in Athens offers air conditioning. The property is located 2.3 km from Ancient Agora of Athens, 1.7 km from Kerameikos Metro Station and 2.8 km from Syngrou/Fix Metro Station. The property is non-smoking and is set 2.3 km from Temple of Hephaestus.

With free WiFi, this 2-bedroom apartment features a flat-screen TV, a washing machine and a fully equipped kitchen with a microwave and fridge. Towels and bed linen are available in the apartment.

Odeum of Herodes Atticus is 3.8 km from the apartment, while Parthenon is 5.4 km from the property. The nearest airport is Eleftherios Venizelos Airport, 34 km from Comfortable apartment in Athens.","['Trona', 'Aire acondicionado', 'Secadora de ropa', 'Nevera', 'Microondas', 'Cocina', 'WiFi gratis', 'Lavadora']",37.96686282,23.70511192,[]
889,"101 Περσέως, Atenas, 11853, Grecia","Situated in Athens, 1.7 km from Filopappos Hill and 1.7 km from Gazi - Technopoli, Comfortable apartment in Athens offers air conditioning. The property is located 2.3 km from Ancient Agora of Athens, 1.7 km from Kerameikos Metro Station and 2.8 km from Syngrou/Fix Metro Station. The property is non-smoking and is set 2.3 km from Temple of Hephaestus.

With free WiFi, this 2-bedroom apartment features a flat-screen TV, a washing machine and a fully equipped kitchen with a microwave and fridge. Towels and bed linen are available in the apartment.

Odeum of Herodes Atticus is 3.8 km from the apartment, while Parthenon is 5.4 km from the property. The nearest airport is Eleftherios Venizelos Airport, 34 km from Comfortable apartment in Athens.","['Trona', 'Aire acondicionado', 'Secadora de ropa', 'Nevera', 'Microondas', 'Cocina', 'WiFi gratis', 'Lavadora']",37.96686282,23.70511192,[]
890,"947 Palmetto Avenue Southwest Downstairs, Atlanta, GA 30314, Estados Unidos","El Pristine Mid Century Home in ATL! está situado en Atlanta, a 1,8 km del estadio Mercedes-Benz y a 2,9 km del estadio State Farm Arena. Dispone de aire acondicionado. Esta casa se encuentra a 3,2 km del CNN Center - Studio Tour y a 3,3 km del parque olímpico Centennial.

Esta casa de 3 dormitorios cuenta con WiFi gratuita, TV de pantalla plana y cocina con horno y microondas. Se proporcionan toallas y ropa de cama.

La casa está a 3,1 km del centro de congresos Georgia World y del Salón de la Fama del Fútbol Americano Universitario. El aeropuerto más cercano es el aeropuerto internacional Hartsfield-Jackson de Atlanta, ubicado a 15 km del Pristine Mid Century Home in ATL!.","['Ropa de cama', 'Parking gratis', 'Nevera', 'Microondas', 'Cocina', 'Fogones', 'Horno', 'WiFi gratis']",33.7519291,-84.4186095,[]
1081,"33 Μανδροκλεους, Atenas, 11744, Grecia","El Apt in Neos Kosmos es un establecimiento de 70 m2 con balcón situado en Atenas, a solo 1,4 km del Museo de la Acrópolis y a 900 metros del centro cultural Onassis. Este apartamento cuenta con aire acondicionado y conexión WiFi gratuita.

Este apartamento cuenta con 2 dormitorios, TV de pantalla plana y cocina.

El apartamento se encuentra a 1,7 km del templo de Zeus Olímpico y a 1,8 km de la colina de Filopappos. El aeropuerto más cercano es el aeropuerto Elefthérios Venizélos, situado a 34 km del Central & Comfortable, 70m2 Apt in Neos Kosmos.","['Aire acondicionado', 'Parking gratis', 'Traslado aeropuerto', 'Calefacción', 'Habitaciones familiares', 'WiFi gratis', 'Ascensor']",37.95960384,23.72637928,"[{'Personal': '10.0'}, {'Instalaciones y servicios': '9.9'}, {'Limpieza': '10.0'}, {'Confort': '9.9'}, {'Relación calidad-precio': '9.7'}, {'Ubicación': '9.4'}, {'WiFi gratis': '9.8'}]"
1114,"Savannah, 31401, Estados Unidos","Located in the centre of Savannah, 100 metres from Lafayette Square and 100 metres from Cathedral of St John the Baptist, Waverly Suite at Mirabelle offers free WiFi and air conditioning. It is set 300 metres from Madison Square and provides a 24-hour front desk. The property is non-smoking and is situated 400 metres from Oglethorpe Square.

The 1-bedroom holiday home is equipped with a living room with a flat-screen TV, a fully equipped kitchenette with a microwave and a fridge, and 1 bathroom with a hair dryer. Towels and bed linen are provided in the holiday home. For added privacy, the accommodation features a private entrance.

Popular points of interest near the holiday home include Owens-Thomas Museum, Pulaski Square and Monterey Square. The nearest airport is Savannah/Hilton Head International Airport, 14 km from Waverly Suite at Mirabelle.","['Ropa de cama', 'Nevera', 'Microondas', 'Recepción 24 horas', 'Utensilios de cocina', 'WiFi gratis', 'Zona de cocina', 'Papel higiénico']",32.07363129,-81.09163666,[]
1124,"149 West Kanawha Avenue, Columbus, OH 43214, Estados Unidos","El Clintonville Bungalow Under The Pines se encuentra en Columbus, a 14 km de la localidad italiana y del BalletMet, y ofrece jardín y aire acondicionado. Ofrece aparcamiento privado gratuito y se encuentra a 11 km del centro histórico de Ohio y del parque de los Recursos Naturales.

Este apartamento de 1 dormitorio cuenta con conexión WiFi gratuita, TV de pantalla plana, lavadora y cocina con horno y microondas. Se proporcionan toallas y ropa de cama.

El Columbus College of Art and Design y el Museo de Arte de Columbus se encuentran a 15 km del apartamento. El aeropuerto más cercano es el aeropuerto internacional John Glenn Columbus, ubicado a 21 km del Clintonville Bungalow Under The Pines.",,40.0710554,-83.0231635,[{'Apartamento de 1 dormitorio': '1 cama doble'}]
1185,"692 Smith Street Southwest, Atlanta, GA 30310, Estados Unidos","El Hideaway in The Hood - Reno'd Mechanicsville Apt! se encuentra en Atlanta, a 3,1 km del estadio State Farm Arena y del salón de la fama del fútbol universitario. Dispone de aire acondicionado. Ofrece aparcamiento privado gratuito y se encuentra a 1,7 km del estadio estatal de Georgia y a 2,4 km del estadio Mercedes-Benz.

Esta casa de 2 dormitorios cuenta con conexión WiFi gratuita, TV de pantalla plana y cocina con microondas y nevera. Se proporcionan toallas y ropa de cama.

El zoológico de Atlanta y el parque olímpico Centennial se encuentran a 3,2 km de la casa. El aeropuerto más cercano es el aeropuerto internacional Hartsfield-Jackson de Atlanta, ubicado a 11 km del Hideaway in The Hood - Reno'd Mechanicsville Apt!.","['Ropa de cama', 'Parking gratis', 'Nevera', 'Microondas', 'Cocina', 'Fogones', 'WiFi gratis', 'Papel higiénico']",33.7360327,-84.4006455,[]
1191,"Savannah, 31410, Estados Unidos","El Savi Seahorse se encuentra en Savannah, a 11 km del puerto deportivo Tidewater Boatworks y del centro comercial Crossroads, en una zona donde se puede practicar ciclismo. El alojamiento está a 9,2 km del puerto deportivo de Savannah Bend y ofrece conexión Wi-Fi gratuita en todas las instalaciones.

La casa cuenta con aire acondicionado, 3 dormitorios, sala de estar, cocina totalmente equipada con lavavajillas y cafetera y 2 baños con bañera y secador de pelo. Se proporcionan toallas y ropa de cama.

La casa también cuenta con parque infantil y jardín.

El Savi Seahorse se encuentra a 13 km del parque Juliette Low y a 14 km del club de golf de Savannah. El aeropuerto internacional de Savannah/Hilton Head, el más cercano, queda a 29 km.","['Trona', 'Tostadora', 'Habitaciones sin humo', 'Fogones', 'Cafetera', 'WiFi gratis', 'Parking en el alojamiento']",32.012737,-80.968996,[]
1202,"Μητσαίων 6, Atenas, 11742, Grecia","El Caryatis Apartment se encuentra en el centro de Atenas, a poca distancia del Odeón de Herodes Ático y del Museo de la Acrópolis, y ofrece WiFi gratuita, aire acondicionado, microondas y cafetera. Este apartamento sostenible se encuentra a 500 metros de la estación de metro Syngrou/Fix y a 400 metros de la estación de metro Akropolis. Este establecimiento para no fumadores se encuentra a menos de 1 km del templo de Zeus Olímpico.

Este apartamento amplio tiene terraza, vistas a la ciudad, 2 dormitorios, sala de estar, TV de pantalla plana, cocina equipada con lavavajillas y horno y 2 baños con ducha a ras de suelo. Se proporcionan toallas y ropa de cama. El establecimiento cuenta con zona de comedor al aire libre.

Cerca del apartamento hay varios lugares de interés, como el Partenón, Anafiotika y Erechtheion. El aeropuerto Eleftherios Venizelos es el más cercano y está a 32 km del Caryatis Apartment.","['Aire acondicionado', 'Habitaciones sin humo', 'Calefacción', 'Terraza', 'Habitaciones familiares', 'WiFi gratis', 'Ascensor']",37.96776842,23.72740828,
1204,"811 Metcalf Street, Augusta, GA 30904, Estados Unidos","El Classic Southern charm with architecture Grace se encuentra en Augusta, en la región de Georgia, cerca del Paine College. El 5 Min from Augusta National ofrece alojamiento con aparcamiento privado gratuito. El establecimiento se encuentra a 5,2 km del club de golf nacional de Augusta, a 2,2 km de la Universidad Estatal de Augusta y a 2,5 km del Enterprise Mill. Este establecimiento para no fumadores se encuentra a 4,7 km del Museo de Historia de Augusta.

La zona del Canal de Augusta, declarada Patrimonio Nacional, se encuentra a 2,7 km de la casa, mientras que el monumento Confederado está a 2,8 km. El aeropuerto más cercano es el aeropuerto regional de Augusta, situado a 14 km del Classic Southern charm with architecture grace. 5 Min de Augusta National.","['Parking gratis', 'Habitaciones sin humo', 'Mesa de comedor', 'Habitaciones familiares', 'WiFi gratis', 'Cafetera']",33.4765223,-82.0046314,
